ID;Name;Overall rating;Potential;Growth;Age;Age group;Team;Position rank;Position;IMC;Foot;Value;Wage;Goalkeeping;Total stats;Body type;Acceleration type;Classement 23/24;Classement 22/23;Classement 21/22;Classement moyen;Palmares 
232938;T. Tomiyasu;78;81;3;25;Major;Arsenal;Defender;CB;23,8;Right;17000000;90000;9;65;Lean (185+);Controlled Lengthy;2;2;5;3;13
252042;João Pedro;77;83;6;22;Junior;Brighton & Hove Albion;Attacker;ST;21,1;Right;17000000;72000;9;62;Lean (170-185);Controlled Explosive;11;6;9;9;0
251954;C. Summerville;76;84;8;22;Junior;West Ham United;Attacker;RM;22,4;Right;17000000;61000;11;62;Lean (170-);Explosive;9;14;7;10;0
254088;Amad;76;85;9;21;Junior;Manchester United;Midfielder;CAM;22,4;Left;17000000;56000;11;63;Lean (170-185);Explosive;8;3;6;6;20
245637;G. Rutter;76;84;8;22;Junior;Brighton & Hove Albion;Midfielder;CAM;23,2;Left;17000000;63000;10;65;Normal (170-185);Controlled;11;6;9;9;0
228789;Robert Sánchez;79;81;2;26;Major;Chelsea;Goalkeeper;GK;23,2;Right;16500000;67000;78;45;Lean (185+);Controlled Lengthy;6;12;3;7;6
229942;A. Disasi;78;81;3;26;Major;Chelsea;Defender;CB;23,8;Right;16500000;95000;9;62;Normal (185+);Controlled Lengthy;6;12;3;7;6
222104;T. Adarabioyo;78;81;3;26;Major;Chelsea;Defender;CB;20,8;Right;16500000;95000;11;62;Lean (185+);Controlled Lengthy;6;12;3;7;6
246340;M. Mudryk;77;83;6;23;Major;Chelsea;Midfielder;CAM;19,9;Right;16500000;81000;10;65;Normal (170-185);Explosive;6;12;3;7;6
267680;A. Fatawu;76;85;9;20;Junior;Leicester City;Midfielder;CAM;23,3;Left;16500000;39000;8;67;Normal (170-185);Mostly Explosive;21;18;8;16;1
186345;K. Trippier;82;82;0;33;Senior;Newcastle United;Defender;RB;23,7;Right;16000000;125000;11;76;Normal (170-185);Controlled;7;4;11;7;4
237646;D. Muñoz;79;79;0;28;Major;Crystal Palace;Defender;RB;22,3;Right;16000000;83000;9;73;Normal (170-185);Controlled;10;11;12;11;0
257470;A. Elanga;77;82;5;22;Junior;Nottingham Forest;Attacker;RM;22,1;Right;16000000;51000;10;65;Lean (170-185);Mostly Explosive;17;16;24;19;1
242000;K. Mavropanos;78;80;2;26;Major;West Ham United;Defender;CB;23,6;Right;15500000;77000;10;63;Normal (185+);Controlled Lengthy;9;14;7;10;0
258781;I. Zabarnyi;77;83;6;21;Junior;AFC Bournemouth;Defender;CB;22,4;Right;15500000;41000;12;62;Normal (185+);Controlled Lengthy;12;15;22;16;0
242453;S. van den Berg;77;83;6;22;Junior;Brentford;Defender;CB;23,6;Right;15500000;53000;11;63;Normal (185+);Controlled Lengthy;16;9;13;13;0
264298;C. Bradley;76;84;8;20;Junior;Liverpool;Defender;RWB;21,7;Right;15500000;49000;10;68;Lean (170-185);Controlled Explosive;3;5;2;3;19
192563;B. Leno;82;82;0;32;Senior;Fulham;Goalkeeper;GK;23,2;Right;15000000;67000;81;45;Normal (185+);Controlled Lengthy;13;10;21;15;0
232487;W. Endo;80;80;0;31;Senior;Liverpool;Midfielder;CDM;24,3;Right;15000000;95000;9;71;Normal (170-185);Controlled Explosive;3;5;2;3;19
213991;J. Lerma;79;79;0;29;Major;Crystal Palace;Midfielder;CDM;21,8;Right;15000000;83000;11;74;Normal (170-185);Controlled;10;11;12;11;0
233306;D. Henderson;79;80;1;27;Major;Crystal Palace;Goalkeeper;GK;24;Right;15000000;51000;78;43;Normal (185+);Controlled;10;11;12;11;0
236792;T. Souček;79;79;0;29;Major;West Ham United;Midfielder;CDM;23,3;Right;15000000;89000;9;71;Lean (185+);Controlled Lengthy;9;14;7;10;0
241236;A. Semenyo;77;81;4;24;Major;AFC Bournemouth;Attacker;ST;23,1;Right;15000000;51000;11;64;Stocky (185+);Controlled Lengthy;12;15;22;16;0
237329;J. Willock;77;81;4;24;Major;Newcastle United;Midfielder;CAM;20,5;Right;15000000;76000;9;71;Lean (185+);Controlled Lengthy;7;4;11;7;4
260779;S. Adingra;76;83;7;22;Junior;Brighton & Hove Albion;Midfielder;CAM;22,2;Right;15000000;61000;10;61;Lean (170-185);Explosive;11;6;9;9;0
202695;J. Tarkowski;80;80;0;31;Senior;Everton;Defender;CB;22,9;Right;14500000;65000;10;64;Stocky (185+);Controlled Lengthy;15;17;16;16;9
203263;H. Maguire;80;80;0;31;Senior;Manchester United;Defender;CB;26,8;Right;14500000;100000;12;66;Stocky (185+);Controlled;8;3;6;6;20
212811;M. Lemina;79;79;0;30;Major;Wolverhampton Wanderers;Midfielder;CDM;25,1;Right;14500000;71000;12;74;Normal (170-185);Controlled Lengthy;14;13;10;12;3
224294;L. Cook;78;79;1;27;Major;AFC Bournemouth;Midfielder;CDM;23,2;Right;14500000;59000;12;70;Normal (170-185);Controlled;12;15;22;16;0
269421;Jota Silva;77;80;3;24;Major;Nottingham Forest;Attacker;RM;24;Right;14500000;51000;10;66;Normal (170-185);Mostly Explosive;17;16;24;19;1
242578;B. Badiashile;77;82;5;23;Major;Chelsea;Defender;CB;19,9;Left;14500000;77000;9;63;Normal (185+);Controlled Lengthy;6;12;3;7;6
208450;Andreas Pereira;78;78;0;28;Major;Fulham;Midfielder;CAM;20,8;Right;14000000;80000;11;74;Normal (170-185);Controlled Explosive;13;10;21;15;0
213655;A. Iwobi;78;78;0;28;Major;Fulham;Attacker;LM;23,1;Right;14000000;79000;12;68;Normal (170-185);Controlled;13;10;21;15;0
206594;S. March;78;78;0;29;Major;Brighton & Hove Albion;Attacker;RM;23,8;Left;14000000;84000;11;70;Lean (170-185);Controlled Explosive;11;6;9;9;0
236506;M. Senesi;78;79;1;27;Major;AFC Bournemouth;Defender;CB;21,9;Left;14000000;59000;10;65;Normal (185+);Controlled Lengthy;12;15;22;16;0
236920;J. Kluivert;77;80;3;25;Major;AFC Bournemouth;Midfielder;CAM;22,6;Right;14000000;57000;9;66;Normal (170-185);Explosive;12;15;22;16;0
237658;S. Bueno;77;82;5;25;Major;Wolverhampton Wanderers;Defender;CB;21,1;Right;14000000;55000;9;58;Lean (185+);Controlled Lengthy;14;13;10;12;3
188377;K. Walker;83;83;0;34;Senior;Manchester City;Defender;RB;24,8;Right;13500000;155000;11;76;Unique;Controlled Lengthy;1;1;1;1;10
200159;S. Ortega;81;81;0;31;Senior;Manchester City;Goalkeeper;GK;25,7;Right;13500000;86000;81;48;Normal (185+);Controlled Lengthy;1;1;1;1;10
229984;B. Chilwell;78;78;0;27;Major;Chelsea;Defender;LB;23,5;Left;13500000;95000;10;72;Normal (170-185);Controlled;6;12;3;7;6
199189;R. Barkley;78;78;0;30;Major;Aston Villa;Midfielder;CM;22;Right;13500000;95000;10;70;Normal (185+);Controlled Lengthy;4;7;14;8;7
240947;T. Mitchell;77;80;3;24;Major;Crystal Palace;Defender;LB;21,6;Left;13500000;59000;11;65;Lean (170-185);Controlled Explosive;10;11;12;11;0
242916;Y. Sugawara;77;80;3;24;Major;Southampton;Defender;RB;21,5;Right;13500000;45000;10;70;Lean (170-185);Mostly Explosive;24;20;15;20;0
226790;W. Ndidi;78;78;0;27;Major;Leicester City;Midfielder;CDM;22,1;Right;13000000;53000;11;71;Lean (170-185);Controlled Lengthy;21;18;8;16;1
241042;O. Skipp;77;80;3;23;Major;Leicester City;Midfielder;CDM;22,9;Right;13000000;43000;8;65;Normal (170-185);Controlled;21;18;8;16;1
237477;M. Tavernier;77;79;2;25;Major;AFC Bournemouth;Attacker;LM;22,1;Left;13000000;56000;10;69;Normal (170-185);Controlled Explosive;12;15;22;16;0
244380;V. Mykolenko;77;80;3;25;Major;Everton;Defender;LB;21,9;Left;13000000;48000;11;65;Normal (170-185);Controlled;15;17;16;16;9
246158;M. Hermansen;77;82;5;23;Major;Leicester City;Goalkeeper;GK;23,7;Right;13000000;25000;78;43;Normal (185+);Controlled;21;18;8;16;1
217036;Álex Moreno;79;79;0;31;Senior;Nottingham Forest;Defender;LB;21,2;Left;12500000;100000;11;73;Normal (170-185);Mostly Explosive;17;16;24;19;1
210736;Emerson;78;78;0;29;Major;West Ham United;Defender;LB;25,5;Left;12500000;81000;10;72;Lean (170-185);Controlled Explosive;9;14;7;10;0
232223;K. Tsimikas;78;78;0;28;Major;Liverpool;Defender;LB;24;Left;12500000;81000;10;71;Normal (170-185);Controlled;3;5;2;3;19
223197;E. Ünal;77;78;1;27;Major;AFC Bournemouth;Attacker;ST;22,3;Right;12500000;63000;11;67;Lean (185+);Controlled Lengthy;12;15;22;16;0
257504;B. El Khannouss;75;85;10;20;Junior;Leicester City;Midfielder;CAM;21,6;Right;12500000;35000;11;61;Lean (170-185);Controlled Explosive;21;18;8;16;1
219693;Diego Carlos;79;79;0;31;Senior;Aston Villa;Defender;CB;22,8;Right;12000000;100000;10;65;Stocky (185+);Controlled Lengthy;4;7;14;8;7
212419;T. Mings;79;79;0;31;Senior;Aston Villa;Defender;CB;20;Left;12000000;100000;10;64;Normal (185+);Controlled Lengthy;4;7;14;8;7
227928;Nélson Semedo;78;78;0;30;Major;Wolverhampton Wanderers;Defender;RB;22;Right;12000000;64000;13;69;Unique;Controlled Explosive;14;13;10;12;3
221660;V. Lindelöf;78;78;0;29;Major;Manchester United;Midfielder;CDM;22,9;Right;12000000;87000;10;68;Lean (185+);Controlled Lengthy;8;3;6;6;20
232999;T. Adams;77;79;2;25;Major;AFC Bournemouth;Midfielder;CDM;23,5;Right;12000000;53000;9;68;Normal (170-185);Controlled Explosive;12;15;22;16;0
234153;Carlos Soler;77;78;1;27;Major;West Ham United;Midfielder;CAM;23,5;Right;12000000;66000;10;73;Normal (170-185);Controlled Explosive;9;14;7;10;0
241585;Igor;77;80;3;26;Major;Brighton & Hove Albion;Defender;CB;24,5;Left;12000000;72000;11;61;Stocky (185+);Controlled Lengthy;11;6;9;9;0
245336;M. Kilman;77;80;3;27;Major;West Ham United;Defender;CB;23,6;Left;12000000;72000;10;62;Normal (185+);Controlled Lengthy;9;14;7;10;0
254243;E. Anderson;76;82;6;21;Junior;Nottingham Forest;Midfielder;CAM;22,2;Right;12000000;40000;8;71;Normal (170-185);Controlled;17;16;24;19;1
275771;Igor Thiago;76;82;6;23;Major;Brentford;Attacker;ST;24,1;Right;12000000;57000;12;61;Stocky (185+);Controlled Lengthy;16;9;13;13;0
238756;J. Larsen;76;82;6;24;Major;Wolverhampton Wanderers;Attacker;ST;21;Right;12000000;25000;10;61;Lean (185+);Controlled Lengthy;14;13;10;12;3
269495;F. Buonanotte;75;83;8;19;Junior;Leicester City;Midfielder;CAM;21,8;Left;12000000;47000;9;60;Lean (170-185);Controlled Explosive;21;18;8;16;1
270857;Mateus Fernandes;75;85;10;19;Junior;Southampton;Midfielder;CAM;22,7;Right;12000000;34000;7;67;Normal (170-185);Controlled Explosive;24;20;15;20;0
273651;J. Quansah;75;83;8;21;Junior;Liverpool;Defender;CB;22,2;Right;12000000;47000;9;62;Lean (185+);Controlled Lengthy;3;5;2;3;19
199915;L. Dunk;79;79;0;32;Senior;Brighton & Hove Albion;Defender;CB;23,9;Right;11500000;89000;12;65;Normal (185+);Controlled;11;6;9;9;0
192123;C. Wood;78;78;0;32;Senior;Nottingham Forest;Attacker;ST;25,2;Right;11500000;70000;14;63;Normal (185+);Controlled Lengthy;17;16;24;19;1
224494;R. Henry;77;78;1;26;Major;Brentford;Defender;LB;22,8;Left;11500000;61000;11;66;Lean (170-);Explosive;16;9;13;13;0
235173;I. Sangaré;77;79;2;26;Major;Nottingham Forest;Defender;CB;21,1;Right;11500000;56000;9;70;Lean (185+);Controlled Lengthy;17;16;24;19;1
248808;A. Hickey;76;82;6;22;Junior;Brentford;Defender;RWB;21;Right;11500000;49000;11;67;Lean (185+);Controlled;16;9;13;13;0
258930;C. Archer;75;82;7;22;Junior;Southampton;Attacker;ST;23,2;Right;11500000;46000;9;60;Normal (170-185);Controlled Explosive;24;20;15;20;0
261336;J. Philogene;75;82;7;22;Junior;Aston Villa;Midfielder;CAM;20,9;Right;11500000;67000;9;62;Lean (170-185);Mostly Explosive;4;7;14;8;7
266127;L. Hall;75;84;9;19;Junior;Newcastle United;Defender;LWB;22,2;Left;11500000;51000;11;70;Normal (170-185);Controlled Explosive;7;4;11;7;4
272500;C. Baleba;75;84;9;20;Junior;Brighton & Hove Albion;Midfielder;CDM;23,4;Left;11500000;47000;10;69;Normal (170-185);Controlled Explosive;11;6;9;9;0
193105;A. Areola;80;80;0;31;Senior;West Ham United;Goalkeeper;GK;24,7;Right;11000000;61000;78;47;Unique;Controlled Lengthy;9;14;7;10;0
190460;C. Eriksen;78;78;0;32;Senior;Manchester United;Midfielder;CM;22,9;Right;11000000;90000;9;65;Unique;Controlled;8;3;6;6;20
226162;E. Buendía;77;77;0;27;Major;Aston Villa;Midfielder;CAM;24,3;Right;11000000;87000;10;72;Stocky (170-185);Controlled Explosive;4;7;14;8;7
226380;Hwang Hee Chan;77;77;0;28;Major;Wolverhampton Wanderers;Attacker;ST;24,6;Right;11000000;68000;11;66;Normal (170-185);Mostly Explosive;14;13;10;12;3
245279;Reguilón;77;78;1;27;Major;Tottenham Hotspur;Defender;LB;21,5;Left;11000000;78000;10;70;Lean (170-185);Mostly Explosive;5;8;4;6;2
237819;N. Domínguez;77;78;1;26;Major;Nottingham Forest;Midfielder;CDM;22,8;Right;11000000;56000;8;71;Lean (170-185);Controlled Explosive;17;16;24;19;1
255475;Antony;76;80;4;24;Major;Manchester United;Midfielder;CAM;21,3;Left;11000000;66000;11;66;Lean (170-185);Explosive;8;3;6;6;20
261188;I. Ndiaye;76;80;4;24;Major;Everton;Midfielder;CAM;21,6;Right;11000000;42000;9;64;Lean (170-185);Mostly Explosive;15;17;16;16;9
265693;J. Kiwior;76;82;6;24;Major;Arsenal;Defender;CB;21;Left;11000000;72000;9;63;Lean (185+);Controlled Lengthy;2;2;5;3;13
258908;J. van Hecke;76;82;6;24;Major;Brighton & Hove Albion;Defender;CB;22,1;Right;11000000;58000;8;63;Lean (185+);Controlled Lengthy;11;6;9;9;0
256008;Morato;76;82;6;23;Major;Nottingham Forest;Defender;CB;23,9;Left;11000000;45000;10;60;Normal (185+);Controlled Lengthy;17;16;24;19;1
229723;M. Jensen;77;77;0;28;Major;Brentford;Midfielder;CM;21;Right;10500000;67000;10;70;Lean (170-185);Controlled;16;9;13;13;0
236988;E. Nketiah;76;80;4;25;Major;Crystal Palace;Attacker;ST;22,5;Right;10500000;69000;9;59;Normal (170-185);Mostly Explosive;10;11;12;11;0
246685;L. Davis;76;81;5;24;Major;Ipswich Town;Defender;LWB;21,1;Left;10500000;42000;10;70;Normal (170-185);Controlled Explosive;22;51;42;38;1
74866;André;75;82;7;22;Junior;Wolverhampton Wanderers;Midfielder;CDM;24,6;Right;10500000;44000;8;64;Normal (170-185);Controlled;14;13;10;12;3
252793;T. Harwood-Bellis;75;82;7;22;Junior;Southampton;Defender;CB;20,7;Right;10500000;40000;10;62;Normal (185+);Controlled Lengthy;24;20;15;20;0
260105;R. Drăgușin;75;82;7;22;Junior;Tottenham Hotspur;Defender;CB;21,9;Right;10500000;60000;11;61;Normal (185+);Controlled Lengthy;5;8;4;6;2
230977;M. Almirón;77;77;0;30;Major;Newcastle United;Attacker;RW;23,1;Left;10000000;95000;11;69;Lean (170-185);Explosive;7;4;11;7;4
224656;O. Aina;77;77;0;27;Major;Nottingham Forest;Defender;RB;24,2;Right;10000000;56000;10;70;Normal (170-185);Controlled;17;16;24;19;1
238041;T. Malacia;76;80;4;24;Major;Manchester United;Defender;LB;23,5;Left;10000000;63000;9;68;Normal (170-);Controlled Explosive;8;3;6;6;20
231448;R. Nelson;76;79;3;24;Major;Fulham;Midfielder;CAM;22,9;Right;10000000;76000;12;62;Lean (170-185);Explosive;13;10;21;15;0
273106;Danilo;76;80;4;23;Major;Nottingham Forest;Midfielder;CDM;22,3;Left;10000000;45000;8;68;Lean (170-185);Controlled;17;16;24;19;1
243057;N. Williams;76;80;4;23;Major;Nottingham Forest;Defender;RB;21,5;Right;10000000;45000;11;66;Lean (170-185);Controlled;17;16;24;19;1
258607;Toti;76;81;5;25;Major;Wolverhampton Wanderers;Defender;CB;20,6;Left;10000000;51000;9;66;Normal (185+);Controlled Lengthy;14;13;10;12;3
271800;Y. Minteh;74;86;12;19;Junior;Brighton & Hove Albion;Attacker;LM;20,1;Left;10000000;43000;9;62;Lean (170-185);Mostly Explosive;11;6;9;9;0
206585;Kepa;78;78;0;29;Major;AFC Bournemouth;Goalkeeper;GK;23,8;Right;9500000;65000;78;44;Lean (185+);Controlled;12;15;22;16;0
238717;E. Pinnock;78;78;0;31;Senior;Brentford;Defender;CB;21;Left;9500000;68000;8;61;Lean (185+);Controlled Lengthy;16;9;13;13;0
216266;K. Tete;77;77;0;28;Major;Fulham;Defender;RB;21,9;Right;9500000;71000;10;67;Normal (170-185);Controlled Explosive;13;10;21;15;0
233500;L. Sinisterra;76;78;2;25;Major;AFC Bournemouth;Midfielder;CAM;20,3;Right;9500000;52000;12;67;Normal (170-185);Explosive;12;15;22;16;0
234078;O. Mangala;76;79;3;26;Major;Everton;Midfielder;CM;25,2;Right;9500000;41000;7;69;Normal (170-185);Controlled;15;17;16;16;9
241436;C. Bassey;76;80;4;24;Major;Fulham;Defender;CB;25,7;Left;9500000;55000;7;66;Normal (185+);Controlled Lengthy;13;10;21;15;0
250954;C. Richards;76;80;4;24;Major;Crystal Palace;Defender;CB;24,6;Right;9500000;55000;9;59;Lean (185+);Controlled Lengthy;10;11;12;11;0
256725;Fábio Carvalho;74;83;9;21;Junior;Brentford;Midfielder;CAM;21,5;Right;9500000;40000;9;61;Lean (170-);Explosive;16;9;13;13;0
254120;T. Doyle;74;82;8;22;Junior;Wolverhampton Wanderers;Midfielder;CM;24,7;Right;9500000;43000;11;68;Lean (170-185);Controlled;14;13;10;12;3
260145;O. Hutchinson;74;83;9;20;Junior;Ipswich Town;Midfielder;CAM;21,5;Left;9500000;33000;8;66;Lean (170-185);Explosive;22;51;42;38;1
272612;B. Gruda;74;85;11;20;Junior;Brighton & Hove Albion;Attacker;LM;22,1;Left;9500000;47000;10;63;Normal (170-185);Mostly Explosive;11;6;9;9;0
259031;L. Delap;74;83;9;21;Junior;Ipswich Town;Attacker;ST;23,1;Right;9500000;37000;10;60;Stocky (185+);Controlled Lengthy;22;51;42;38;1
198032;D. Burn;78;78;0;32;Senior;Newcastle United;Defender;CB;22,2;Left;9000000;95000;11;61;Lean (185+);Controlled;7;4;11;7;4
210243;Ricardo Pereira;77;77;0;30;Major;Leicester City;Defender;RB;22,9;Right;9000000;52000;13;72;Unique;Controlled Explosive;21;18;8;16;1
213884;R. Christie;77;77;0;29;Major;AFC Bournemouth;Midfielder;CDM;24,9;Left;9000000;58000;10;73;Lean (170-185);Controlled Explosive;12;15;22;16;0
210697;C. Nørgaard;77;77;0;30;Major;Brentford;Midfielder;CDM;22;Right;9000000;64000;12;68;Lean (185+);Controlled Lengthy;16;9;13;13;0
225783;S. Mavididi;76;77;1;26;Major;Leicester City;Attacker;ST;21,4;Right;9000000;49000;9;63;Lean (170-185);Controlled;21;18;8;16;1
230978;T. Awoniyi;76;77;1;26;Major;Nottingham Forest;Attacker;ST;25,1;Right;9000000;59000;9;60;Stocky (170-185);Controlled Lengthy;17;16;24;19;1
235167;V. Janelt;76;78;2;26;Major;Brentford;Midfielder;CDM;23,3;Left;9000000;60000;8;70;Lean (170-185);Controlled Lengthy;16;9;13;13;0
235353;I. Sarr;76;77;1;26;Major;Crystal Palace;Attacker;RW;20,5;Right;9000000;71000;10;62;Lean (185+);Controlled Lengthy;10;11;12;11;0
221479;D. Calvert-Lewin;76;77;1;27;Major;Everton;Attacker;ST;20,3;Right;9000000;53000;10;63;Unique;Controlled Lengthy;15;17;16;16;9
237161;S. Longstaff;76;77;1;26;Major;Newcastle United;Midfielder;CM;21,2;Right;9000000;81000;11;68;Lean (185+);Controlled Lengthy;7;4;11;7;4
228092;S. Berge;76;77;1;26;Major;Fulham;Midfielder;CDM;25,2;Right;9000000;66000;10;68;Normal (185+);Controlled Lengthy;13;10;21;15;0
243657;J. Garner;75;81;6;23;Major;Everton;Midfielder;CM;24,2;Right;9000000;40000;8;69;Lean (170-185);Controlled Lengthy;15;17;16;16;9
264337;Rodrigo Muniz;75;81;6;23;Major;Fulham;Attacker;ST;23,4;Right;9000000;60000;12;63;Normal (185+);Controlled Lengthy;13;10;21;15;0
247678;J. Araujo;74;82;8;22;Junior;AFC Bournemouth;Defender;RWB;22,9;Right;9000000;40000;11;63;Lean (170-185);Controlled Explosive;12;15;22;16;0
261299;A. Scott;74;84;10;20;Junior;AFC Bournemouth;Midfielder;CAM;21,5;Right;9000000;35000;11;69;Lean (170-185);Controlled Explosive;12;15;22;16;0
273906;Renato Veiga;74;83;9;20;Junior;Chelsea;Midfielder;CDM;24,4;Left;9000000;53000;11;71;Normal (185+);Controlled Lengthy;6;12;3;7;6
251892;Beto;76;76;0;26;Major;Everton;Attacker;ST;23,4;Right;8500000;53000;11;60;Lean (185+);Controlled Lengthy;15;17;16;16;9
239901;S. Kalajdžić;76;76;0;26;Major;Wolverhampton Wanderers;Attacker;ST;22,5;Right;8500000;61000;11;61;Unique;Controlled Lengthy;14;13;10;12;3
259762;V. Kristiansen;75;81;6;21;Junior;Leicester City;Defender;LWB;23,5;Left;8500000;32000;9;67;Normal (170-185);Controlled;21;18;8;16;1
245741;J. Lindstrøm;75;80;5;24;Major;Everton;Midfielder;CAM;19;Right;8500000;67000;12;64;Lean (170-185);Mostly Explosive;15;17;16;16;9
265552;D. Ouattara;74;81;7;22;Junior;AFC Bournemouth;Attacker;LM;22,7;Left;8500000;42000;10;64;Lean (170-185);Mostly Explosive;12;15;22;16;0
232080;J. Harrison;76;76;0;27;Major;Everton;Attacker;RM;22,9;Left;8000000;51000;9;66;Normal (170-185);Mostly Explosive;15;17;16;16;9
224411;Gonçalo Guedes;76;76;0;27;Major;Wolverhampton Wanderers;Attacker;ST;21,2;Right;8000000;61000;10;66;Normal (170-185);Controlled Explosive;14;13;10;12;3
231554;J. Justin;76;77;1;26;Major;Leicester City;Defender;RB;23,9;Right;8000000;46000;9;67;Normal (170-185);Controlled;21;18;8;16;1
235642;R. Yates;76;77;1;26;Major;Nottingham Forest;Defender;CB;24,1;Right;8000000;52000;8;67;Normal (185+);Controlled Lengthy;17;16;24;19;1
224258;K. Ajer;76;78;2;26;Major;Brentford;Defender;CB;21,9;Right;8000000;57000;10;65;Normal (185+);Controlled Lengthy;16;9;13;13;0
241508;M. Damsgaard;75;79;4;23;Major;Brentford;Midfielder;CAM;21,6;Right;8000000;50000;10;69;Lean (170-185);Mostly Explosive;16;9;13;13;0
248602;J. Greaves;75;81;6;23;Major;Ipswich Town;Defender;CB;23,1;Left;8000000;40000;10;63;Normal (185+);Controlled Lengthy;22;51;42;38;1
253510;J. O'Brien;75;81;6;23;Major;Everton;Defender;CB;21,6;Right;8000000;38000;11;60;Normal (185+);Controlled Lengthy;15;17;16;16;9
212442;José Sá;78;78;0;31;Senior;Wolverhampton Wanderers;Goalkeeper;GK;22,8;Right;7500000;42000;76;44;Normal (185+);Controlled Lengthy;14;13;10;12;3
206075;S. Johnstone;78;78;0;31;Senior;Wolverhampton Wanderers;Goalkeeper;GK;22,8;Right;7500000;42000;77;42;Normal (185+);Controlled;14;13;10;12;3
211738;M. Flekken;78;78;0;31;Senior;Brentford;Goalkeeper;GK;22,9;Right;7500000;45000;78;41;Normal (185+);Controlled;16;9;13;13;0
244470;V. Coufal;77;77;0;31;Senior;West Ham United;Defender;RB;24,8;Right;7500000;76000;11;70;Normal (170-185);Controlled;9;14;7;10;0
208004;J. Veltman;77;77;0;32;Senior;Brighton & Hove Albion;Defender;CB;22,2;Right;7500000;76000;9;65;Normal (170-185);Controlled Lengthy;11;6;9;9;0
213956;Adama Traoré;76;76;0;28;Major;Fulham;Attacker;RM;27,1;Right;7500000;69000;10;64;Unique;Mostly Explosive;13;10;21;15;0
206085;J. Murphy;76;76;0;29;Major;Newcastle United;Attacker;RW;23,1;Right;7500000;90000;12;69;Normal (170-185);Controlled Explosive;7;4;11;7;4
231633;I. Diop;76;77;1;27;Major;Fulham;Defender;CB;24,4;Right;7500000;63000;9;58;Lean (185+);Controlled Lengthy;13;10;21;15;0
220714;P. Billing;76;76;0;28;Major;AFC Bournemouth;Midfielder;CM;20,6;Left;7500000;57000;11;70;Lean (185+);Controlled Lengthy;12;15;22;16;0
235456;J. Bellegarde;75;78;3;26;Major;Wolverhampton Wanderers;Midfielder;CAM;24,2;Right;7500000;53000;12;71;Normal (170-);Mostly Explosive;14;13;10;12;3
255718;R. Sosa;75;78;3;24;Major;Nottingham Forest;Attacker;RM;23,4;Right;7500000;45000;9;62;Normal (170-185);Mostly Explosive;17;16;24;19;1
248484;N. Collins;75;80;5;23;Major;Brentford;Defender;CB;21,7;Right;7500000;47000;9;57;Normal (185+);Controlled Lengthy;16;9;13;13;0
259608;E. Ferguson;73;85;12;19;Junior;Brighton & Hove Albion;Attacker;ST;22,1;Right;7500000;45000;11;58;Normal (185+);Controlled Lengthy;11;6;9;9;0
199641;M. Sels;78;78;0;32;Senior;Nottingham Forest;Goalkeeper;GK;21,2;Right;7000000;41000;78;43;Normal (185+);Controlled;17;16;24;19;1
227927;K. Walker-Peters;76;76;0;27;Major;Southampton;Defender;RB;20,7;Right;7000000;49000;9;65;Unique;Controlled Explosive;24;20;15;20;0
222400;H. Winks;76;77;1;28;Major;Leicester City;Midfielder;CM;21;Right;7000000;49000;11;69;Normal (170-185);Controlled;21;18;8;16;1
236699;S. Lukić;76;76;0;27;Major;Fulham;Midfielder;CDM;23;Right;7000000;63000;10;70;Lean (170-185);Controlled Lengthy;13;10;21;15;0
222501;T. Castagne;76;76;0;28;Major;Fulham;Defender;RB;23,4;Right;7000000;66000;13;67;Lean (185+);Controlled;13;10;21;15;0
243647;A. Bayındır;76;78;2;26;Major;Manchester United;Goalkeeper;GK;22,4;Right;7000000;47000;76;39;Lean (185+);Controlled;8;3;6;6;20
233866;O. Edouard;75;77;2;26;Major;Leicester City;Attacker;ST;23,7;Right;7000000;69000;10;64;Lean (185+);Controlled Lengthy;21;18;8;16;1
186146;D. Welbeck;77;77;0;33;Senior;Brighton & Hove Albion;Attacker;ST;21,3;Right;6500000;85000;11;65;Normal (185+);Controlled Lengthy;11;6;9;9;0
224081;K. Phillips;76;76;0;28;Major;Ipswich Town;Midfielder;CDM;22,7;Right;6500000;90000;10;70;Stocky (170-185);Controlled;22;51;42;38;1
207616;A. Webster;76;76;0;29;Major;Brighton & Hove Albion;Defender;CB;20,6;Right;6500000;71000;10;59;Normal (185+);Controlled Lengthy;11;6;9;9;0
225667;C. Chaplin;75;76;1;27;Major;Ipswich Town;Midfielder;CAM;24,4;Left;6500000;49000;13;68;Lean (170-);Explosive;22;51;42;38;1
240097;F. Downes;75;78;3;25;Major;Southampton;Midfielder;CDM;21,4;Right;6500000;44000;11;67;Lean (170-185);Controlled Lengthy;24;20;15;20;0
239817;B. Soumaré;75;78;3;25;Major;Leicester City;Midfielder;CM;23,2;Right;6500000;42000;9;67;Lean (185+);Controlled Lengthy;21;18;8;16;1
231512;L. Kelly;75;78;3;25;Major;Newcastle United;Defender;CB;23,8;Left;6500000;71000;9;63;Lean (185+);Controlled Lengthy;7;4;11;7;4
233164;A. Murić;75;80;5;25;Major;Ipswich Town;Goalkeeper;GK;24,5;Right;6500000;28000;76;43;Normal (185+);Controlled Lengthy;22;51;42;38;1
