ID;Name;Overall rating;Potential;Growth;Age;Age group;Team;Position rank;Position;IMC;Foot;Joined;Value;Wage;Goalkeeping;Total stats;Body type;Acceleration type;Classement 23/24;Classement 22/23;Classement 21/22;Classement moyen;Palmares ;Value_bins
243282;D. McNeil;78;81;3;24;Major;Everton;Midfielder;CAM;20,9;Left;28-07-22;19;48000;12;69;Lean (170-185);Controlled;15;17;16;16;9;15-20
234824;Y. Wissa;79;79;0;27;Major;Brentford;Attacker;LW;23,9;Right;10-08-21;18,5;81000;10;64;Lean (170-185);Mostly Explosive;16;9;13;13;0;15-20
232730;D. Kamada;79;79;0;27;Major;Crystal Palace;Midfielder;CAM;21,3;Right;01-07-24;18,5;85000;9;69;Lean (170-185);Controlled;10;11;12;11;0;15-20
237386;K. Dewsbury-Hall;78;81;3;25;Major;Chelsea;Midfielder;CM;25,2;Left;02-07-24;18,5;95000;11;73;Lean (170-185);Controlled;6;12;3;7;6;15-20
233064;M. Mount;78;81;3;25;Major;Manchester United;Midfielder;CAM;22,6;Right;05-07-23;18,5;83000;11;72;Lean (170-185);Controlled Explosive;8;3;6;6;20;15-20
258485;F. Jörgensen;77;84;7;22;Junior;Chelsea;Goalkeeper;GK;23,1;Right;30-07-24;18,5;45000;77;42;Lean (185+);Controlled;6;12;3;7;6;15-20
258498;B. Verbruggen;77;84;7;21;Junior;Brighton & Hove Albion;Goalkeeper;GK;23,9;Right;03-07-23;18,5;26000;76;41;Lean (185+);Controlled Lengthy;11;6;9;9;0;15-20
203841;N. Pope;83;83;0;32;Senior;Newcastle United;Goalkeeper;GK;22,7;Right;23-06-22;18;90000;81;44;Normal (185+);Controlled Lengthy;7;4;11;7;4;15-20
200458;L. Digne;80;80;0;30;Major;Aston Villa;Defender;LB;23,4;Left;13-01-22;18;110000;9;75;Unique;Controlled;4;7;14;8;7;15-20
224221;J. Andersen;80;80;0;28;Major;Fulham;Defender;CB;24,4;Right;23-08-24;18;88000;12;68;Normal (185+);Controlled Lengthy;13;10;21;15;0;15-20
240913;C. Kelleher;79;82;3;25;Major;Liverpool;Goalkeeper;GK;22,9;Right;01-07-17;18;50000;78;42;Lean (185+);Controlled Lengthy;3;5;2;3;19;15-20
230918;T. Chalobah;78;82;4;24;Major;Crystal Palace;Defender;CB;20,3;Right;29-06-16;18;82000;7;66;Lean (185+);Controlled Lengthy;10;11;12;11;0;15-20
212188;T. Werner;79;79;0;28;Major;Tottenham Hotspur;Attacker;LW;23,5;Right;09-08-22;17,5;61000;10;66;Unique;Mostly Explosive;5;8;4;6;2;15-20
253124;Matheus Nunes;78;80;2;25;Major;Manchester City;Midfielder;CAM;22,7;Right;01-09-23;17,5;100000;12;73;Lean (170-185);Controlled Lengthy;1;1;1;1;10;15-20
205569;J. Ward-Prowse;79;79;0;29;Major;Nottingham Forest;Midfielder;CM;22,1;Right;14-08-23;17;95000;13;73;Normal (170-185);Controlled;17;16;24;19;1;15-20
227813;O. Zinchenko;79;79;0;27;Major;Arsenal;Midfielder;CM;20,9;Left;22-07-22;17;105000;12;75;Lean (170-185);Controlled Explosive;2;2;5;3;13;15-20
226491;K. Tierney;79;79;0;27;Major;Arsenal;Defender;LB;22,5;Left;08-08-19;17;105000;12;72;Lean (170-185);Controlled Explosive;2;2;5;3;13;15-20
232938;T. Tomiyasu;78;81;3;25;Major;Arsenal;Defender;CB;23,8;Right;31-08-21;17;90000;9;65;Lean (185+);Controlled Lengthy;2;2;5;3;13;15-20
252042;João Pedro;77;83;6;22;Junior;Brighton & Hove Albion;Attacker;ST;21,1;Right;14-06-23;17;72000;9;62;Lean (170-185);Controlled Explosive;11;6;9;9;0;15-20
251954;C. Summerville;76;84;8;22;Junior;West Ham United;Attacker;RM;22,4;Right;03-08-24;17;61000;11;62;Lean (170-);Explosive;9;14;7;10;0;15-20
254088;Amad;76;85;9;21;Junior;Manchester United;Midfielder;CAM;22,4;Left;07-01-21;17;56000;11;63;Lean (170-185);Explosive;8;3;6;6;20;15-20
245637;G. Rutter;76;84;8;22;Junior;Brighton & Hove Albion;Midfielder;CAM;23,2;Left;19-08-24;17;63000;10;65;Normal (170-185);Controlled;11;6;9;9;0;15-20
228789;Robert Sánchez;79;81;2;26;Major;Chelsea;Goalkeeper;GK;23,2;Right;05-08-23;16,5;67000;78;45;Lean (185+);Controlled Lengthy;6;12;3;7;6;15-20
229942;A. Disasi;78;81;3;26;Major;Chelsea;Defender;CB;23,8;Right;04-08-23;16,5;95000;9;62;Normal (185+);Controlled Lengthy;6;12;3;7;6;15-20
222104;T. Adarabioyo;78;81;3;26;Major;Chelsea;Defender;CB;20,8;Right;01-07-24;16,5;95000;11;62;Lean (185+);Controlled Lengthy;6;12;3;7;6;15-20
246340;M. Mudryk;77;83;6;23;Major;Chelsea;Midfielder;CAM;19,9;Right;15-01-23;16,5;81000;10;65;Normal (170-185);Explosive;6;12;3;7;6;15-20
267680;A. Fatawu;76;85;9;20;Junior;Leicester City;Midfielder;CAM;23,3;Left;16-07-24;16,5;39000;8;67;Normal (170-185);Mostly Explosive;21;18;8;16;1;15-20
186345;K. Trippier;82;82;0;33;Senior;Newcastle United;Defender;RB;23,7;Right;07-01-22;16;125000;11;76;Normal (170-185);Controlled;7;4;11;7;4;15-20
237646;D. Muñoz;79;79;0;28;Major;Crystal Palace;Defender;RB;22,3;Right;30-01-24;16;83000;9;73;Normal (170-185);Controlled;10;11;12;11;0;15-20
257470;A. Elanga;77;82;5;22;Junior;Nottingham Forest;Attacker;RM;22,1;Right;25-07-23;16;51000;10;65;Lean (170-185);Mostly Explosive;17;16;24;19;1;15-20
242000;K. Mavropanos;78;80;2;26;Major;West Ham United;Defender;CB;23,6;Right;22-08-23;15,5;77000;10;63;Normal (185+);Controlled Lengthy;9;14;7;10;0;15-20
258781;I. Zabarnyi;77;83;6;21;Junior;AFC Bournemouth;Defender;CB;22,4;Right;31-01-23;15,5;41000;12;62;Normal (185+);Controlled Lengthy;12;15;22;16;0;15-20
242453;S. van den Berg;77;83;6;22;Junior;Brentford;Defender;CB;23,6;Right;22-08-24;15,5;53000;11;63;Normal (185+);Controlled Lengthy;16;9;13;13;0;15-20
264298;C. Bradley;76;84;8;20;Junior;Liverpool;Defender;RWB;21,7;Right;01-06-20;15,5;49000;10;68;Lean (170-185);Controlled Explosive;3;5;2;3;19;15-20
192563;B. Leno;82;82;0;32;Senior;Fulham;Goalkeeper;GK;23,2;Right;02-08-22;15;67000;81;45;Normal (185+);Controlled Lengthy;13;10;21;15;0;15-20
232487;W. Endo;80;80;0;31;Senior;Liverpool;Midfielder;CDM;24,3;Right;18-08-23;15;95000;9;71;Normal (170-185);Controlled Explosive;3;5;2;3;19;15-20
213991;J. Lerma;79;79;0;29;Major;Crystal Palace;Midfielder;CDM;21,8;Right;01-07-23;15;83000;11;74;Normal (170-185);Controlled;10;11;12;11;0;15-20
233306;D. Henderson;79;80;1;27;Major;Crystal Palace;Goalkeeper;GK;24;Right;31-08-23;15;51000;78;43;Normal (185+);Controlled;10;11;12;11;0;15-20
236792;T. Souček;79;79;0;29;Major;West Ham United;Midfielder;CDM;23,3;Right;27-07-20;15;89000;9;71;Lean (185+);Controlled Lengthy;9;14;7;10;0;15-20
241236;A. Semenyo;77;81;4;24;Major;AFC Bournemouth;Attacker;ST;23,1;Right;27-01-23;15;51000;11;64;Stocky (185+);Controlled Lengthy;12;15;22;16;0;15-20
237329;J. Willock;77;81;4;24;Major;Newcastle United;Midfielder;CAM;20,5;Right;13-08-21;15;76000;9;71;Lean (185+);Controlled Lengthy;7;4;11;7;4;15-20
260779;S. Adingra;76;83;7;22;Junior;Brighton & Hove Albion;Midfielder;CAM;22,2;Right;01-07-22;15;61000;10;61;Lean (170-185);Explosive;11;6;9;9;0;15-20
202695;J. Tarkowski;80;80;0;31;Senior;Everton;Defender;CB;22,9;Right;02-07-22;14,5;65000;10;64;Stocky (185+);Controlled Lengthy;15;17;16;16;9;oct-15
203263;H. Maguire;80;80;0;31;Senior;Manchester United;Defender;CB;26,8;Right;05-08-19;14,5;100000;12;66;Stocky (185+);Controlled;8;3;6;6;20;oct-15
212811;M. Lemina;79;79;0;30;Major;Wolverhampton Wanderers;Midfielder;CDM;25,1;Right;13-01-23;14,5;71000;12;74;Normal (170-185);Controlled Lengthy;14;13;10;12;3;oct-15
224294;L. Cook;78;79;1;27;Major;AFC Bournemouth;Midfielder;CDM;23,2;Right;08-07-16;14,5;59000;12;70;Normal (170-185);Controlled;12;15;22;16;0;oct-15
269421;Jota Silva;77;80;3;24;Major;Nottingham Forest;Attacker;RM;24;Right;01-08-24;14,5;51000;10;66;Normal (170-185);Mostly Explosive;17;16;24;19;1;oct-15
242578;B. Badiashile;77;82;5;23;Major;Chelsea;Defender;CB;19,9;Left;05-01-23;14,5;77000;9;63;Normal (185+);Controlled Lengthy;6;12;3;7;6;oct-15
208450;Andreas Pereira;78;78;0;28;Major;Fulham;Midfielder;CAM;20,8;Right;11-07-22;14;80000;11;74;Normal (170-185);Controlled Explosive;13;10;21;15;0;oct-15
213655;A. Iwobi;78;78;0;28;Major;Fulham;Attacker;LM;23,1;Right;01-09-23;14;79000;12;68;Normal (170-185);Controlled;13;10;21;15;0;oct-15
206594;S. March;78;78;0;29;Major;Brighton & Hove Albion;Attacker;RM;23,8;Left;18-12-12;14;84000;11;70;Lean (170-185);Controlled Explosive;11;6;9;9;0;oct-15
236506;M. Senesi;78;79;1;27;Major;AFC Bournemouth;Defender;CB;21,9;Left;08-08-22;14;59000;10;65;Normal (185+);Controlled Lengthy;12;15;22;16;0;oct-15
236920;J. Kluivert;77;80;3;25;Major;AFC Bournemouth;Midfielder;CAM;22,6;Right;01-07-23;14;57000;9;66;Normal (170-185);Explosive;12;15;22;16;0;oct-15
237658;S. Bueno;77;82;5;25;Major;Wolverhampton Wanderers;Defender;CB;21,1;Right;31-08-23;14;55000;9;58;Lean (185+);Controlled Lengthy;14;13;10;12;3;oct-15
188377;K. Walker;83;83;0;34;Senior;Manchester City;Defender;RB;24,8;Right;14-07-17;13,5;155000;11;76;Unique;Controlled Lengthy;1;1;1;1;10;oct-15
200159;S. Ortega;81;81;0;31;Senior;Manchester City;Goalkeeper;GK;25,7;Right;01-07-22;13,5;86000;81;48;Normal (185+);Controlled Lengthy;1;1;1;1;10;oct-15
229984;B. Chilwell;78;78;0;27;Major;Chelsea;Defender;LB;23,5;Left;26-08-20;13,5;95000;10;72;Normal (170-185);Controlled;6;12;3;7;6;oct-15
199189;R. Barkley;78;78;0;30;Major;Aston Villa;Midfielder;CM;22;Right;01-07-24;13,5;95000;10;70;Normal (185+);Controlled Lengthy;4;7;14;8;7;oct-15
240947;T. Mitchell;77;80;3;24;Major;Crystal Palace;Defender;LB;21,6;Left;01-07-17;13,5;59000;11;65;Lean (170-185);Controlled Explosive;10;11;12;11;0;oct-15
242916;Y. Sugawara;77;80;3;24;Major;Southampton;Defender;RB;21,5;Right;14-07-24;13,5;45000;10;70;Lean (170-185);Mostly Explosive;24;20;15;20;0;oct-15
226790;W. Ndidi;78;78;0;27;Major;Leicester City;Midfielder;CDM;22,1;Right;05-01-17;13;53000;11;71;Lean (170-185);Controlled Lengthy;21;18;8;16;1;oct-15
241042;O. Skipp;77;80;3;23;Major;Leicester City;Midfielder;CDM;22,9;Right;19-08-24;13;43000;8;65;Normal (170-185);Controlled;21;18;8;16;1;oct-15
237477;M. Tavernier;77;79;2;25;Major;AFC Bournemouth;Attacker;LM;22,1;Left;01-08-22;13;56000;10;69;Normal (170-185);Controlled Explosive;12;15;22;16;0;oct-15
244380;V. Mykolenko;77;80;3;25;Major;Everton;Defender;LB;21,9;Left;01-01-22;13;48000;11;65;Normal (170-185);Controlled;15;17;16;16;9;oct-15
246158;M. Hermansen;77;82;5;23;Major;Leicester City;Goalkeeper;GK;23,7;Right;18-07-23;13;25000;78;43;Normal (185+);Controlled;21;18;8;16;1;oct-15
217036;Álex Moreno;79;79;0;31;Senior;Nottingham Forest;Defender;LB;21,2;Left;11-01-23;12,5;100000;11;73;Normal (170-185);Mostly Explosive;17;16;24;19;1;oct-15
210736;Emerson;78;78;0;29;Major;West Ham United;Defender;LB;25,5;Left;23-08-22;12,5;81000;10;72;Lean (170-185);Controlled Explosive;9;14;7;10;0;oct-15
232223;K. Tsimikas;78;78;0;28;Major;Liverpool;Defender;LB;24;Left;10-08-20;12,5;81000;10;71;Normal (170-185);Controlled;3;5;2;3;19;oct-15
223197;E. Ünal;77;78;1;27;Major;AFC Bournemouth;Attacker;ST;22,3;Right;14-06-24;12,5;63000;11;67;Lean (185+);Controlled Lengthy;12;15;22;16;0;oct-15
257504;B. El Khannouss;75;85;10;20;Junior;Leicester City;Midfielder;CAM;21,6;Right;29-08-24;12,5;35000;11;61;Lean (170-185);Controlled Explosive;21;18;8;16;1;oct-15
219693;Diego Carlos;79;79;0;31;Senior;Aston Villa;Defender;CB;22,8;Right;01-07-22;12;100000;10;65;Stocky (185+);Controlled Lengthy;4;7;14;8;7;oct-15
212419;T. Mings;79;79;0;31;Senior;Aston Villa;Defender;CB;20;Left;08-07-19;12;100000;10;64;Normal (185+);Controlled Lengthy;4;7;14;8;7;oct-15
227928;Nélson Semedo;78;78;0;30;Major;Wolverhampton Wanderers;Defender;RB;22;Right;23-09-20;12;64000;13;69;Unique;Controlled Explosive;14;13;10;12;3;oct-15
221660;V. Lindelöf;78;78;0;29;Major;Manchester United;Midfielder;CDM;22,9;Right;01-07-17;12;87000;10;68;Lean (185+);Controlled Lengthy;8;3;6;6;20;oct-15
232999;T. Adams;77;79;2;25;Major;AFC Bournemouth;Midfielder;CDM;23,5;Right;20-08-23;12;53000;9;68;Normal (170-185);Controlled Explosive;12;15;22;16;0;oct-15
234153;Carlos Soler;77;78;1;27;Major;West Ham United;Midfielder;CAM;23,5;Right;01-09-22;12;66000;10;73;Normal (170-185);Controlled Explosive;9;14;7;10;0;oct-15
241585;Igor;77;80;3;26;Major;Brighton & Hove Albion;Defender;CB;24,5;Left;26-07-23;12;72000;11;61;Stocky (185+);Controlled Lengthy;11;6;9;9;0;oct-15
245336;M. Kilman;77;80;3;27;Major;West Ham United;Defender;CB;23,6;Left;06-07-24;12;72000;10;62;Normal (185+);Controlled Lengthy;9;14;7;10;0;oct-15
254243;E. Anderson;76;82;6;21;Junior;Nottingham Forest;Midfielder;CAM;22,2;Right;01-07-24;12;40000;8;71;Normal (170-185);Controlled;17;16;24;19;1;oct-15
275771;Igor Thiago;76;82;6;23;Major;Brentford;Attacker;ST;24,1;Right;01-07-24;12;57000;12;61;Stocky (185+);Controlled Lengthy;16;9;13;13;0;oct-15
238756;J. Larsen;76;82;6;24;Major;Wolverhampton Wanderers;Attacker;ST;21;Right;01-09-22;12;25000;10;61;Lean (185+);Controlled Lengthy;14;13;10;12;3;oct-15
269495;F. Buonanotte;75;83;8;19;Junior;Leicester City;Midfielder;CAM;21,8;Left;01-01-23;12;47000;9;60;Lean (170-185);Controlled Explosive;21;18;8;16;1;oct-15
270857;Mateus Fernandes;75;85;10;19;Junior;Southampton;Midfielder;CAM;22,7;Right;20-08-24;12;34000;7;67;Normal (170-185);Controlled Explosive;24;20;15;20;0;oct-15
273651;J. Quansah;75;83;8;21;Junior;Liverpool;Defender;CB;22,2;Right;28-01-21;12;47000;9;62;Lean (185+);Controlled Lengthy;3;5;2;3;19;oct-15
199915;L. Dunk;79;79;0;32;Senior;Brighton & Hove Albion;Defender;CB;23,9;Right;30-04-10;11,5;89000;12;65;Normal (185+);Controlled;11;6;9;9;0;oct-15
192123;C. Wood;78;78;0;32;Senior;Nottingham Forest;Attacker;ST;25,2;Right;14-06-23;11,5;70000;14;63;Normal (185+);Controlled Lengthy;17;16;24;19;1;oct-15
224494;R. Henry;77;78;1;26;Major;Brentford;Defender;LB;22,8;Left;31-08-16;11,5;61000;11;66;Lean (170-);Explosive;16;9;13;13;0;oct-15
235173;I. Sangaré;77;79;2;26;Major;Nottingham Forest;Defender;CB;21,1;Right;01-09-23;11,5;56000;9;70;Lean (185+);Controlled Lengthy;17;16;24;19;1;oct-15
248808;A. Hickey;76;82;6;22;Junior;Brentford;Defender;RWB;21;Right;09-07-22;11,5;49000;11;67;Lean (185+);Controlled;16;9;13;13;0;oct-15
258930;C. Archer;75;82;7;22;Junior;Southampton;Attacker;ST;23,2;Right;16-08-24;11,5;46000;9;60;Normal (170-185);Controlled Explosive;24;20;15;20;0;oct-15
261336;J. Philogene;75;82;7;22;Junior;Aston Villa;Midfielder;CAM;20,9;Right;19-07-24;11,5;67000;9;62;Lean (170-185);Mostly Explosive;4;7;14;8;7;oct-15
266127;L. Hall;75;84;9;19;Junior;Newcastle United;Defender;LWB;22,2;Left;01-07-24;11,5;51000;11;70;Normal (170-185);Controlled Explosive;7;4;11;7;4;oct-15
272500;C. Baleba;75;84;9;20;Junior;Brighton & Hove Albion;Midfielder;CDM;23,4;Left;29-08-23;11,5;47000;10;69;Normal (170-185);Controlled Explosive;11;6;9;9;0;oct-15
193105;A. Areola;80;80;0;31;Senior;West Ham United;Goalkeeper;GK;24,7;Right;01-07-22;11;61000;78;47;Unique;Controlled Lengthy;9;14;7;10;0;oct-15
190460;C. Eriksen;78;78;0;32;Senior;Manchester United;Midfielder;CM;22,9;Right;15-07-22;11;90000;9;65;Unique;Controlled;8;3;6;6;20;oct-15
226162;E. Buendía;77;77;0;27;Major;Aston Villa;Midfielder;CAM;24,3;Right;10-06-21;11;87000;10;72;Stocky (170-185);Controlled Explosive;4;7;14;8;7;oct-15
226380;Hwang Hee Chan;77;77;0;28;Major;Wolverhampton Wanderers;Attacker;ST;24,6;Right;01-07-22;11;68000;11;66;Normal (170-185);Mostly Explosive;14;13;10;12;3;oct-15
245279;Reguilón;77;78;1;27;Major;Tottenham Hotspur;Defender;LB;21,5;Left;19-09-20;11;78000;10;70;Lean (170-185);Mostly Explosive;5;8;4;6;2;oct-15
237819;N. Domínguez;77;78;1;26;Major;Nottingham Forest;Midfielder;CDM;22,8;Right;01-09-23;11;56000;8;71;Lean (170-185);Controlled Explosive;17;16;24;19;1;oct-15
255475;Antony;76;80;4;24;Major;Manchester United;Midfielder;CAM;21,3;Left;01-09-22;11;66000;11;66;Lean (170-185);Explosive;8;3;6;6;20;oct-15
261188;I. Ndiaye;76;80;4;24;Major;Everton;Midfielder;CAM;21,6;Right;03-07-24;11;42000;9;64;Lean (170-185);Mostly Explosive;15;17;16;16;9;oct-15
265693;J. Kiwior;76;82;6;24;Major;Arsenal;Defender;CB;21;Left;23-01-23;11;72000;9;63;Lean (185+);Controlled Lengthy;2;2;5;3;13;oct-15
258908;J. van Hecke;76;82;6;24;Major;Brighton & Hove Albion;Defender;CB;22,1;Right;10-09-20;11;58000;8;63;Lean (185+);Controlled Lengthy;11;6;9;9;0;oct-15
256008;Morato;76;82;6;23;Major;Nottingham Forest;Defender;CB;23,9;Left;30-08-24;11;45000;10;60;Normal (185+);Controlled Lengthy;17;16;24;19;1;oct-15
229723;M. Jensen;77;77;0;28;Major;Brentford;Midfielder;CM;21;Right;10-07-19;10,5;67000;10;70;Lean (170-185);Controlled;16;9;13;13;0;oct-15
236988;E. Nketiah;76;80;4;25;Major;Crystal Palace;Attacker;ST;22,5;Right;30-08-24;10,5;69000;9;59;Normal (170-185);Mostly Explosive;10;11;12;11;0;oct-15
246685;L. Davis;76;81;5;24;Major;Ipswich Town;Defender;LWB;21,1;Left;25-07-22;10,5;42000;10;70;Normal (170-185);Controlled Explosive;22;51;42;38;1;oct-15
74866;André;75;82;7;22;Junior;Wolverhampton Wanderers;Midfielder;CDM;24,6;Right;30-08-24;10,5;44000;8;64;Normal (170-185);Controlled;14;13;10;12;3;oct-15
252793;T. Harwood-Bellis;75;82;7;22;Junior;Southampton;Defender;CB;20,7;Right;01-07-24;10,5;40000;10;62;Normal (185+);Controlled Lengthy;24;20;15;20;0;oct-15
260105;R. Drăgușin;75;82;7;22;Junior;Tottenham Hotspur;Defender;CB;21,9;Right;12-01-24;10,5;60000;11;61;Normal (185+);Controlled Lengthy;5;8;4;6;2;oct-15
230977;M. Almirón;77;77;0;30;Major;Newcastle United;Attacker;RW;23,1;Left;31-01-19;10;95000;11;69;Lean (170-185);Explosive;7;4;11;7;4;oct-15
224656;O. Aina;77;77;0;27;Major;Nottingham Forest;Defender;RB;24,2;Right;22-07-23;10;56000;10;70;Normal (170-185);Controlled;17;16;24;19;1;oct-15
238041;T. Malacia;76;80;4;24;Major;Manchester United;Defender;LB;23,5;Left;05-07-22;10;63000;9;68;Normal (170-);Controlled Explosive;8;3;6;6;20;oct-15
231448;R. Nelson;76;79;3;24;Major;Fulham;Midfielder;CAM;22,9;Right;23-12-16;10;76000;12;62;Lean (170-185);Explosive;13;10;21;15;0;oct-15
273106;Danilo;76;80;4;23;Major;Nottingham Forest;Midfielder;CDM;22,3;Left;16-01-23;10;45000;8;68;Lean (170-185);Controlled;17;16;24;19;1;oct-15
243057;N. Williams;76;80;4;23;Major;Nottingham Forest;Defender;RB;21,5;Right;10-07-22;10;45000;11;66;Lean (170-185);Controlled;17;16;24;19;1;oct-15
258607;Toti;76;81;5;25;Major;Wolverhampton Wanderers;Defender;CB;20,6;Left;04-09-20;10;51000;9;66;Normal (185+);Controlled Lengthy;14;13;10;12;3;oct-15
271800;Y. Minteh;74;86;12;19;Junior;Brighton & Hove Albion;Attacker;LM;20,1;Left;30-06-24;10;43000;9;62;Lean (170-185);Mostly Explosive;11;6;9;9;0;oct-15
206585;Kepa;78;78;0;29;Major;AFC Bournemouth;Goalkeeper;GK;23,8;Right;08-08-18;9,5;65000;78;44;Lean (185+);Controlled;12;15;22;16;0;09-oct
238717;E. Pinnock;78;78;0;31;Senior;Brentford;Defender;CB;21;Left;02-07-19;9,5;68000;8;61;Lean (185+);Controlled Lengthy;16;9;13;13;0;09-oct
216266;K. Tete;77;77;0;28;Major;Fulham;Defender;RB;21,9;Right;10-09-20;9,5;71000;10;67;Normal (170-185);Controlled Explosive;13;10;21;15;0;09-oct
233500;L. Sinisterra;76;78;2;25;Major;AFC Bournemouth;Midfielder;CAM;20,3;Right;09-02-24;9,5;52000;12;67;Normal (170-185);Explosive;12;15;22;16;0;09-oct
234078;O. Mangala;76;79;3;26;Major;Everton;Midfielder;CM;25,2;Right;02-07-24;9,5;41000;7;69;Normal (170-185);Controlled;15;17;16;16;9;09-oct
241436;C. Bassey;76;80;4;24;Major;Fulham;Defender;CB;25,7;Left;28-07-23;9,5;55000;7;66;Normal (185+);Controlled Lengthy;13;10;21;15;0;09-oct
250954;C. Richards;76;80;4;24;Major;Crystal Palace;Defender;CB;24,6;Right;27-07-22;9,5;55000;9;59;Lean (185+);Controlled Lengthy;10;11;12;11;0;09-oct
256725;Fábio Carvalho;74;83;9;21;Junior;Brentford;Midfielder;CAM;21,5;Right;12-08-24;9,5;40000;9;61;Lean (170-);Explosive;16;9;13;13;0;09-oct
254120;T. Doyle;74;82;8;22;Junior;Wolverhampton Wanderers;Midfielder;CM;24,7;Right;01-07-24;9,5;43000;11;68;Lean (170-185);Controlled;14;13;10;12;3;09-oct
260145;O. Hutchinson;74;83;9;20;Junior;Ipswich Town;Midfielder;CAM;21,5;Left;30-06-24;9,5;33000;8;66;Lean (170-185);Explosive;22;51;42;38;1;09-oct
272612;B. Gruda;74;85;11;20;Junior;Brighton & Hove Albion;Attacker;LM;22,1;Left;14-08-24;9,5;47000;10;63;Normal (170-185);Mostly Explosive;11;6;9;9;0;09-oct
259031;L. Delap;74;83;9;21;Junior;Ipswich Town;Attacker;ST;23,1;Right;13-07-24;9,5;37000;10;60;Stocky (185+);Controlled Lengthy;22;51;42;38;1;09-oct
198032;D. Burn;78;78;0;32;Senior;Newcastle United;Defender;CB;22,2;Left;31-01-22;9;95000;11;61;Lean (185+);Controlled;7;4;11;7;4;09-oct
210243;Ricardo Pereira;77;77;0;30;Major;Leicester City;Defender;RB;22,9;Right;09-06-18;9;52000;13;72;Unique;Controlled Explosive;21;18;8;16;1;09-oct
213884;R. Christie;77;77;0;29;Major;AFC Bournemouth;Midfielder;CDM;24,9;Left;31-08-21;9;58000;10;73;Lean (170-185);Controlled Explosive;12;15;22;16;0;09-oct
210697;C. Nørgaard;77;77;0;30;Major;Brentford;Midfielder;CDM;22;Right;11-06-19;9;64000;12;68;Lean (185+);Controlled Lengthy;16;9;13;13;0;09-oct
225783;S. Mavididi;76;77;1;26;Major;Leicester City;Attacker;ST;21,4;Right;31-07-23;9;49000;9;63;Lean (170-185);Controlled;21;18;8;16;1;09-oct
230978;T. Awoniyi;76;77;1;26;Major;Nottingham Forest;Attacker;ST;25,1;Right;01-07-22;9;59000;9;60;Stocky (170-185);Controlled Lengthy;17;16;24;19;1;09-oct
235167;V. Janelt;76;78;2;26;Major;Brentford;Midfielder;CDM;23,3;Left;03-10-20;9;60000;8;70;Lean (170-185);Controlled Lengthy;16;9;13;13;0;09-oct
235353;I. Sarr;76;77;1;26;Major;Crystal Palace;Attacker;RW;20,5;Right;01-08-24;9;71000;10;62;Lean (185+);Controlled Lengthy;10;11;12;11;0;09-oct
221479;D. Calvert-Lewin;76;77;1;27;Major;Everton;Attacker;ST;20,3;Right;31-08-16;9;53000;10;63;Unique;Controlled Lengthy;15;17;16;16;9;09-oct
237161;S. Longstaff;76;77;1;26;Major;Newcastle United;Midfielder;CM;21,2;Right;30-06-15;9;81000;11;68;Lean (185+);Controlled Lengthy;7;4;11;7;4;09-oct
228092;S. Berge;76;77;1;26;Major;Fulham;Midfielder;CDM;25,2;Right;22-08-24;9;66000;10;68;Normal (185+);Controlled Lengthy;13;10;21;15;0;09-oct
243657;J. Garner;75;81;6;23;Major;Everton;Midfielder;CM;24,2;Right;01-09-22;9;40000;8;69;Lean (170-185);Controlled Lengthy;15;17;16;16;9;09-oct
264337;Rodrigo Muniz;75;81;6;23;Major;Fulham;Attacker;ST;23,4;Right;20-08-21;9;60000;12;63;Normal (185+);Controlled Lengthy;13;10;21;15;0;09-oct
247678;J. Araujo;74;82;8;22;Junior;AFC Bournemouth;Defender;RWB;22,9;Right;13-08-24;9;40000;11;63;Lean (170-185);Controlled Explosive;12;15;22;16;0;09-oct
261299;A. Scott;74;84;10;20;Junior;AFC Bournemouth;Midfielder;CAM;21,5;Right;10-08-23;9;35000;11;69;Lean (170-185);Controlled Explosive;12;15;22;16;0;09-oct
273906;Renato Veiga;74;83;9;20;Junior;Chelsea;Midfielder;CDM;24,4;Left;12-07-24;9;53000;11;71;Normal (185+);Controlled Lengthy;6;12;3;7;6;09-oct
251892;Beto;76;76;0;26;Major;Everton;Attacker;ST;23,4;Right;29-08-23;8,5;53000;11;60;Lean (185+);Controlled Lengthy;15;17;16;16;9;08-sept
239901;S. Kalajdžić;76;76;0;26;Major;Wolverhampton Wanderers;Attacker;ST;22,5;Right;31-08-22;8,5;61000;11;61;Unique;Controlled Lengthy;14;13;10;12;3;08-sept
259762;V. Kristiansen;75;81;6;21;Junior;Leicester City;Defender;LWB;23,5;Left;20-01-23;8,5;32000;9;67;Normal (170-185);Controlled;21;18;8;16;1;08-sept
245741;J. Lindstrøm;75;80;5;24;Major;Everton;Midfielder;CAM;19;Right;29-08-23;8,5;67000;12;64;Lean (170-185);Mostly Explosive;15;17;16;16;9;08-sept
265552;D. Ouattara;74;81;7;22;Junior;AFC Bournemouth;Attacker;LM;22,7;Left;20-01-23;8,5;42000;10;64;Lean (170-185);Mostly Explosive;12;15;22;16;0;08-sept
232080;J. Harrison;76;76;0;27;Major;Everton;Attacker;RM;22,9;Left;02-07-21;8;51000;9;66;Normal (170-185);Mostly Explosive;15;17;16;16;9;08-sept
